Q,A,label
3일내 ai학부 공지사항 보여줘, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 보여줘봐, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 보여주세요, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 알려줘, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 알려주세요, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 말해, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 뭐냐?, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 머냐?, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 뭐있음?, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 머있음?, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 뭐있냐?, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 머있냐?, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 아냐?, 네 3일내 AI학부 공지사항입니다. DA3,1
3일내 ai학부 공지사항 알고있어?, 네 3일내 AI학부 공지사항입니다. DA3,1
14일내 대구대학교 공지, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 내놔, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 보여줘, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 보여줘봐, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 보여주세요, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 알려줘, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 알려주세요, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 말해, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 뭐냐?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 머냐?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 뭐있음?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 머있음?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 뭐있냐?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 머있냐?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 아냐?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대학교 공지사항 알고있어?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 내놔, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 보여줘, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 보여줘봐, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 보여주세요, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 알려줘, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 알려주세요, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 말해, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 뭐냐?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 머냐?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 뭐있음?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 머있음?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 뭐있냐?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 머있냐?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 아냐?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 대구대 공지사항 알고있어?, 네 14일내 대구대학교 공지사항입니다. D14,0
14일내 ai학부 공지, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 내놔, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 보여줘, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 보여줘봐, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 보여주세요, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 알려줘, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 알려주세요, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 말해, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 뭐냐?, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 머냐?, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 뭐있음?, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 머있음?, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 뭐있냐?, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 머있냐?, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 아냐?, 네 14일내 AI학부 공지사항입니다. DA14,1
14일내 ai학부 공지사항 알고있어?, 네 14일내 AI학부 공지사항입니다. DA14,1
10일내 대구대학교 공지, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 내놔, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 보여줘, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 보여줘봐, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 보여주세요, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 알려줘, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 알려주세요, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 말해, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 뭐냐?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 머냐?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 뭐있음?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 머있음?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 뭐있냐?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 머있냐?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 아냐?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대학교 공지사항 알고있어?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 내놔, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 보여줘, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 보여줘봐, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 보여주세요, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 알려줘, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 알려주세요, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 말해, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 뭐냐?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 머냐?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 뭐있음?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 머있음?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 뭐있냐?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 머있냐?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 아냐?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 대구대 공지사항 알고있어?, 네 10일내 대구대학교 공지사항입니다. D10,0
10일내 ai학부 공지, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 내놔, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 보여줘, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 보여줘봐, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 보여주세요, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 알려줘, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 알려주세요, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 말해, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 뭐냐?, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 머냐?, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 뭐있음?, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 머있음?, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 뭐있냐?, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 머있냐?, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 아냐?, 네 10일내 AI학부 공지사항입니다. DA10,1
10일내 ai학부 공지사항 알고있어?, 네 10일내 AI학부 공지사항입니다. DA10,1
